,Title,type,subway,check,score_Кухня,score_Интерьер,score_Сервис,votes,district
541,Лендок,Кафе,"Спасская, Сенная Площадь, Садовая",900.0,0.0,0.0,0.0,1.0,distr_Centr
542,Du Nord 1834 кондитерская,Ресторан,"Маяковская, Площадь Восстания",950.0,7.8,7.8,6.9,125.0,distr_Centr
544,Мама Люба Bakery,Кафе,Чернышевская,750.0,0.0,0.0,0.0,1.0,distr_Centr
545,Lobby Bar,Ресторан,Чернышевская,1000.0,0.0,0.0,0.0,1.0,distr_Centr
546,Kaprize,Кафе,"Садовая, Спасская, Сенная Площадь",900.0,0.0,0.0,0.0,2.0,distr_Centr
547,Mundshtuk,Кальянная,Маяковская,1200.0,8.7,9.1,9.4,33.0,distr_Centr
551,Огурцы,Кафе,"Пушкинская, Садовая, Сенная Площадь",300.0,0.0,0.0,0.0,1.0,distr_Centr
554,Аппетит,Кафе,"Невский Проспект, Гостиный Двор",250.0,0.0,0.0,0.0,3.0,distr_Centr
558,Бранч бюро,Пиццерия,"Владимирская, Достоевская",200.0,0.0,0.0,0.0,2.0,distr_Centr
559,Cup in Cup,Кофейня,"Садовая, Сенная Площадь, Спасская",300.0,0.0,0.0,0.0,4.0,distr_Centr
560,Waveget,Служба доставки,"Садовая, Адмиралтейская",600.0,0.0,0.0,0.0,1.0,distr_Centr
564,Любимое место,Кафе,Звенигородская,400.0,0.0,0.0,0.0,1.0,distr_Centr
565,Loft Garden Cafe,Кафе,"Лиговский Проспект, Обводный канал",600.0,0.0,0.0,0.0,1.0,distr_Centr
572,Vogue,Кафе,Чернышевская,950.0,0.0,0.0,0.0,1.0,distr_Centr
573,Анталия,Кафе,"Садовая, Сенная Площадь, Спасская",800.0,0.0,0.0,0.0,1.0,distr_Centr
577,Cat's,Кафе,"Маяковская, Площадь Восстания",700.0,0.0,0.0,0.0,2.0,distr_Centr
581,Check Point Cafe,Кафе,"Садовая, Сенная Площадь, Спасская",150.0,0.0,0.0,0.0,2.0,distr_Centr
583,Лехаим,Ресторан,"Садовая, Сенная Площадь, Балтийская, Спасская",1200.0,0.0,0.0,0.0,4.0,distr_Centr
590,Принткафе,Кафе,"Чернышевская, Гостиный Двор, Невский Проспект, Площадь Ленина",200.0,0.0,0.0,0.0,1.0,distr_Centr
592,Трикатель,Кафе,"Чернышевская, Площадь Восстания, Площадь Александра Невского",450.0,0.0,0.0,0.0,2.0,distr_Centr
595,Тюльпан,Кофейня,Чернышевская,100.0,0.0,0.0,0.0,1.0,distr_Centr
596,Romino Bar,Ресторан,Лиговский Проспект,1250.0,0.0,0.0,0.0,1.0,distr_Centr
602,Чебуречная и хинкальная № 1,Ресторан,"Маяковская, Площадь Восстания",1050.0,0.0,0.0,0.0,2.0,distr_Centr
603,Япоша,Ресторан,"Невский Проспект, Гостиный Двор",800.0,5.1,6.7,4.6,19.0,distr_Centr
605,Saviv,Кафе,"Невский Проспект, Гостиный Двор",1500.0,6.8,7.8,7.8,10.0,distr_Centr
615,Пельмени-бар,Кафе,"Садовая, Сенная Площадь, Спасская",400.0,0.0,0.0,0.0,1.0,distr_Centr
619,Петропавловский,Ресторан,"Маяковская, Площадь Восстания",1200.0,0.0,0.0,0.0,2.0,distr_Centr
621,Police Station,Бар,Маяковская,1000.0,0.0,0.0,0.0,1.0,distr_Centr
628,Коржов,Кафе,"Маяковская, Площадь Восстания",300.0,8.2,7.8,8.1,11.0,distr_Centr
635,ДВ кафе,Кафе,Чернышевская,500.0,0.0,0.0,0.0,2.0,distr_Centr
637,Достоевский,Ресторан,"Владимирская, Достоевская",1200.0,0.0,0.0,0.0,2.0,distr_Centr
638,Зерно,Кафе,"Площадь Восстания, Маяковская",400.0,0.0,0.0,0.0,2.0,distr_Centr
640,Imperial,Ресторан,"Маяковская, Площадь Восстания",2000.0,0.0,0.0,0.0,1.0,distr_Centr
648,Vienna,Кафе,"Маяковская, Площадь Восстания",2300.0,0.0,0.0,0.0,2.0,distr_Centr
649,Венерди,Кафе,Чернышевская,1000.0,0.0,0.0,0.0,1.0,distr_Centr
659,Terki,Бар,"Садовая, Сенная Площадь, Спасская",400.0,0.0,0.0,0.0,2.0,distr_Centr
663,Венеция,Кондитерская,"Маяковская, Площадь Восстания",500.0,8.8,8.3,8.4,83.0,distr_Centr
664,FitFashion Smart Food,Ресторан,"Невский Проспект, Гостиный Двор",900.0,0.0,0.0,0.0,1.0,distr_Centr
665,Feromon 5 Uglov,Кальянная,"Владимирская, Достоевская",1000.0,0.0,0.0,0.0,10.0,distr_Centr
667,Wine & Kitchen,Ресторан,Чернышевская,950.0,0.0,0.0,0.0,5.0,distr_Centr
670,Завтрак,Кафе,Гостиный Двор,150.0,0.0,0.0,0.0,1.0,distr_Centr
676,Колобок,Кафе,Чернышевская,300.0,0.0,0.0,0.0,1.0,distr_Centr
677,Cofix,Кофейня,"Площадь Восстания, Маяковская",100.0,5.7,6.9,6.7,32.0,distr_Centr
683,Suzani,Кафе,"Звенигородская, Пушкинская",900.0,0.0,0.0,0.0,2.0,distr_Centr
685,Чайхана Kosher,Ресторан,"Сенная Площадь, Садовая, Спасская, Балтийская",1200.0,0.0,0.0,0.0,4.0,distr_Centr
688,Смена,Кофейня,Чернышевская,300.0,0.0,0.0,0.0,3.0,distr_Centr
693,Code 26,Клуб,"Невский Проспект, Гостиный Двор",1000.0,0.0,0.0,0.0,1.0,distr_Centr
695,Kunst,Кафе,"Невский Проспект, Гостиный Двор",300.0,0.0,0.0,0.0,4.0,distr_Centr
699,Кофейный домик,Кафе,"Невский Проспект, Гостиный Двор, Горьковская, Чернышевская",1000.0,6.2,6.8,4.7,11.0,distr_Centr
700,Викинги,Кафе,"Невский Проспект, Гостиный Двор",750.0,4.1,5.5,5.4,46.0,distr_Centr
701,Bier Konig,Ресторан,"Садовая, Сенная Площадь, Спасская",1000.0,7.3,7.4,7.3,59.0,distr_Centr
703,Metamorfos,Ресторан,Чернышевская,1650.0,7.2,7.4,7.6,16.0,distr_Centr
704,Coffee22,Кафе,"Садовая, Сенная Площадь, Невский Проспект, Гостиный Двор, Спасская, Адмиралтейская",800.0,8.0,7.8,6.4,9.0,distr_Centr
706,Cuba Libre,Кафе,"Садовая, Сенная Площадь, Спасская",1100.0,7.0,7.3,6.3,16.0,distr_Centr
709,Seize the impress,Кафе,"Спасская, Сенная Площадь, Садовая",500.0,7.4,6.1,6.4,7.0,distr_Centr
710,Ра-Свет,Кафе,"Площадь Восстания, Маяковская",750.0,7.8,6.4,7.1,6.0,distr_Centr
711,Pizza Hut,Пиццерия,"Маяковская, Площадь Восстания",600.0,4.9,4.4,4.8,35.0,distr_Centr
712,Декабрист,Стейк-хаус,"Сенная Площадь, Спасская, Садовая",1300.0,0.0,0.0,0.0,2.0,distr_Centr
713,British Bakery,Кафе,"Садовая, Сенная Площадь, Спасская",350.0,0.0,0.0,0.0,1.0,distr_Centr
714,Paulaner Nevsky Prospekt,Ресторан,"Маяковская, Площадь Восстания",1400.0,6.6,7.4,6.7,36.0,distr_Centr
717,Oh! Mumbai,Ресторан,"Садовая, Сенная Площадь, Спасская",1000.0,8.4,7.2,7.2,19.0,distr_Centr
719,Братья Карамазовы,Ресторан,"Владимирская, Достоевская",1000.0,8.1,6.8,7.8,5.0,distr_Centr
721,Бейрут,Кафе,"Маяковская, Владимирская",500.0,7.4,6.8,7.0,13.0,distr_Centr
724,Goose Goose Bistro,Кафе,"Невский Проспект, Гостиный Двор, Адмиралтейская",1000.0,8.0,8.2,7.9,15.0,distr_Centr
726,Bolshecoffee Roasters,Кофейня,"Маяковская, Площадь Восстания",150.0,7.7,8.2,8.2,3.0,distr_Centr
728,Распутин,Кафе,"Невский Проспект, Гостиный Двор, Адмиралтейская",800.0,8.6,8.3,8.2,29.0,distr_Centr
730,Брассери Паскаль,Ресторан,"Лиговский Проспект, Владимирская",1500.0,7.2,8.2,8.5,11.0,distr_Centr
731,Аист,Ресторанный комплекс,Чернышевская,800.0,8.2,7.7,8.1,22.0,distr_Centr
732,Granola,Кафе,Маяковская,600.0,8.0,7.6,5.1,6.0,distr_Centr
735,Мариус,Ресторан,"Владимирская, Достоевская, Маяковская, Площадь Восстания",1600.0,7.8,8.7,7.7,32.0,distr_Centr
737,МÖ,undefined,Чернышевская,700.0,8.3,8.8,8.6,8.0,distr_Centr
740,Liman,Кафе,"Звенигородская, Пушкинская",950.0,8.2,8.2,6.5,12.0,distr_Centr
744,Ф.М. Достоевский,Ресторан,"Владимирская, Достоевская, Маяковская",2500.0,8.2,8.9,8.5,42.0,distr_Centr
745,Giardino,Ресторан,Чернышевская,1800.0,8.8,8.6,8.7,20.0,distr_Centr
746,Всё на своём месте,Бар,Чернышевская,1150.0,9.1,8.3,9.2,7.0,distr_Centr
747,Francesco,Ресторан,"Чернышевская, Маяковская, Площадь Восстания",3100.0,8.4,8.5,8.1,88.0,distr_Centr
749,Goose Goose,Ресторан,"Невский Проспект, Гостиный Двор",1800.0,8.1,8.2,7.7,21.0,distr_Centr
750,Julia Child Bistro,Кафе,"Садовая, Сенная Площадь, Спасская",950.0,8.2,8.1,8.9,11.0,distr_Centr
752,Лаор,Кафе,"Садовая, Сенная Площадь, Адмиралтейская",700.0,9.5,8.2,8.2,11.0,distr_Centr
755,Руставели,Ресторан,"Невский Проспект, Гостиный Двор",1200.0,8.3,7.9,7.3,47.0,distr_Centr
756,Царь,Ресторан,"Невский Проспект, Гостиный Двор",3000.0,7.5,8.7,7.6,42.0,distr_Centr
760,Мечтатели,Кафе,"Невский Проспект, Гостиный Двор",1000.0,7.8,7.7,8.2,41.0,distr_Centr
761,Friends Place,Кафе,"Гостиный Двор, Невский Проспект",800.0,8.1,8.8,8.7,6.0,distr_Centr
763,1913 год,Ресторан,"Садовая, Сенная Площадь, Спасская, Адмиралтейская",1750.0,9.6,9.4,7.7,16.0,distr_Centr
765,Giulietta,Ресторан,"Гостиный Двор, Невский Проспект",1400.0,7.7,7.7,8.3,16.0,distr_Centr
766,1886 Bonomi,Кофейня,"Маяковская, Площадь Восстания",200.0,7.9,8.4,9.6,10.0,distr_Centr
768,Dandy,Гастробар,Чернышевская,950.0,8.6,9.3,8.7,14.0,distr_Centr
770,Турбо шаверма,Кафе,"Маяковская, Гостиный Двор",300.0,0.0,0.0,0.0,2.0,distr_Centr
771,Ukusno,Кафе,"Лиговский Проспект, Владимирская, Площадь Восстания",250.0,8.9,7.7,9.1,10.0,distr_Centr
775,Street Food Market,Кафе,"Владимирская, Достоевская",400.0,0.0,0.0,0.0,2.0,distr_Centr
776,Barking Raccoon,Бар,"Садовая, Сенная Площадь, Спасская",650.0,0.0,0.0,0.0,3.0,distr_Centr
779,GyroPlate,Кафе,Лиговский Проспект,600.0,0.0,0.0,0.0,1.0,distr_Centr
781,Кальян хочу,Кальянная,"Садовая, Спасская, Сенная Площадь",1200.0,0.0,0.0,0.0,2.0,distr_Centr
782,Meshuga Grill,Кафе,"Садовая, Сенная Площадь, Спасская",400.0,0.0,0.0,0.0,1.0,distr_Centr
785,Burger Lab,Кафе,"Чернышевская, Маяковская",550.0,9.2,8.3,9.3,18.0,distr_Centr
786,Start-Up,Бар,"Сенная Площадь, Садовая, Спасская",800.0,0.0,0.0,0.0,1.0,distr_Centr
787,Движок,Кафе,"Спасская, Сенная Площадь, Садовая",400.0,0.0,0.0,0.0,1.0,distr_Centr
788,GreenBearRuss,Паб,"Площадь Восстания, Лиговский Проспект",450.0,0.0,0.0,0.0,3.0,distr_Centr
790,Sparta Grill Bar,Кафе,Невский Проспект,200.0,0.0,0.0,0.0,2.0,distr_Centr
795,Дядя,Кафе,Лиговский Проспект,500.0,0.0,0.0,0.0,1.0,distr_Centr
796,Eat & Joy,Кафе,Маяковская,800.0,0.0,0.0,0.0,1.0,distr_Centr
799,Кройцберг,Кафе,"Садовая, Сенная Площадь, Спасская",300.0,0.0,0.0,0.0,1.0,distr_Centr
800,The Бар,Бар,Чернышевская,900.0,0.0,0.0,0.0,2.0,distr_Centr
801,Paprika,Кафе,Звенигородская,800.0,0.0,0.0,0.0,1.0,distr_Centr
802,Фалафельная Бодрый Нут,Фастфуд,"Гостиный Двор, Маяковская, Чернышевская",350.0,0.0,0.0,0.0,2.0,distr_Centr
803,Babaganoush,Кафе,"Площадь Восстания, Маяковская",400.0,0.0,0.0,0.0,1.0,distr_Centr
806,BuzFood,Ресторан,"Площадь Восстания, Маяковская",1000.0,0.0,0.0,0.0,5.0,distr_Centr
807,Уе!бар,Бар,"Площадь Восстания, Маяковская",850.0,0.0,0.0,0.0,3.0,distr_Centr
808,Energy Hookah Club,Кальянная,"Невский Проспект, Гостиный Двор",1200.0,0.0,0.0,0.0,8.0,distr_Centr
809,Дуэты,Клуб,"Маяковская, Невский Проспект, Чернышевская",1500.0,7.0,6.2,7.0,15.0,distr_Centr
810,Maui,Ресторан,Чернышевская,1200.0,0.0,0.0,0.0,4.0,distr_Centr
812,КручуВерчу,Кафе,"Садовая, Сенная Площадь, Спасская",300.0,0.0,0.0,0.0,3.0,distr_Centr
813,Moo Moo Burgers & Grill,Кафе,"Площадь Восстания, Маяковская",900.0,9.7,9.3,9.1,5.0,distr_Centr
815,Здесь & сейчас,Кафе,Чернышевская,300.0,0.0,0.0,0.0,3.0,distr_Centr
819,BB&Burgers,Бургерная,"Площадь Восстания, Маяковская",500.0,0.0,0.0,0.0,4.0,distr_Centr
820,Dogs,Кафе,Чернышевская,400.0,7.9,7.6,8.9,4.0,distr_Centr
823,Игральня,Кафе,Чернышевская,400.0,0.0,0.0,0.0,3.0,distr_Centr
825,MB Burgers,Ресторан,Лиговский Проспект,750.0,0.0,0.0,0.0,2.0,distr_Centr
827,Go Gyros,Кафе,"Владимирская, Достоевская",500.0,0.0,0.0,0.0,4.0,distr_Centr
830,Легкое чувство голода,Кафе,Чернышевская,600.0,0.0,0.0,0.0,1.0,distr_Centr
832,Кулёк,Кафе,Невский Проспект,300.0,0.0,0.0,0.0,4.0,distr_Centr
835,Jiva Burgers,Кафе,"Сенная Площадь, Спасская, Садовая",400.0,8.9,8.3,8.5,6.0,distr_Centr
